dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2020-12-20,SA,Saudi Arabia,10,6122,162,156,361010,351878
2020-12-21,SA,Saudi Arabia,9,6131,168,211,361178,352089
2020-12-22,SA,Saudi Arabia,8,6139,181,160,361359,352249
2020-12-23,SA,Saudi Arabia,9,6148,177,169,361536,352418
2020-12-24,SA,Saudi Arabia,11,6159,189,190,361725,352608
2020-12-25,SA,Saudi Arabia,9,6168,178,207,361903,352815
2020-12-26,SA,Saudi Arabia,8,6176,163,189,362066,353004
2020-12-27,SA,Saudi Arabia,9,6185,154,175,362220,353179
2020-12-28,SA,Saudi Arabia,11,6196,119,174,362339,353353
2020-12-29,SA,Saudi Arabia,8,6204,149,159,362488,353512
2020-12-30,SA,Saudi Arabia,10,6214,113,170,362601,353682
2020-12-31,SA,Saudi Arabia,9,6223,140,171,362741,353853
2021-01-01,SA,Saudi Arabia,7,6230,137,228,362878,354081
2021-01-02,SA,Saudi Arabia,9,6239,101,182,362979,354263
2021-01-03,SA,Saudi Arabia,7,6246,82,180,363061,354443
2021-01-04,SA,Saudi Arabia,10,6256,94,166,363155,354609
2021-01-05,SA,Saudi Arabia,9,6265,104,146,363259,354755
2021-01-06,SA,Saudi Arabia,7,6272,118,144,363377,354899
2021-01-07,SA,Saudi Arabia,6,6278,108,138,363485,355037
2021-01-08,SA,Saudi Arabia,4,6282,97,171,363582,355208
2021-01-09,SA,Saudi Arabia,4,6286,110,174,363692,355382
2021-01-10,SA,Saudi Arabia,5,6291,117,166,363809,355548
2021-01-11,SA,Saudi Arabia,4,6295,140,158,363949,355706
2021-01-12,SA,Saudi Arabia,5,6300,147,151,364096,355857
2021-01-13,SA,Saudi Arabia,4,6304,175,156,364271,356013
2021-01-14,SA,Saudi Arabia,6,6310,169,188,364440,356201
2021-01-15,SA,Saudi Arabia,3,6313,173,181,364613,356382
2021-01-16,SA,Saudi Arabia,5,6318,140,159,364753,356541
2021-01-17,SA,Saudi Arabia,5,6323,176,146,364929,356687
2021-01-18,SA,Saudi Arabia,6,6329,170,161,365099,356848
2021-01-19,SA,Saudi Arabia,6,6335,226,156,365325,357004
2021-01-20,SA,Saudi Arabia,3,6338,238,173,365563,357177
2021-01-21,SA,Saudi Arabia,4,6342,212,160,365775,357337
2021-01-22,SA,Saudi Arabia,4,6346,213,188,365988,357525
2021-01-23,SA,Saudi Arabia,4,6350,197,203,366185,357728
2021-01-24,SA,Saudi Arabia,2,6352,186,211,366371,357939
2021-01-25,SA,Saudi Arabia,3,6355,213,198,366584,358137
2021-01-26,SA,Saudi Arabia,4,6359,223,203,366807,358340
2021-01-27,SA,Saudi Arabia,4,6363,216,205,367023,358545
2021-01-28,SA,Saudi Arabia,3,6366,253,208,367276,358753
2021-01-29,SA,Saudi Arabia,2,6368,267,253,367543,359006
2021-01-30,SA,Saudi Arabia,4,6372,270,293,367813,359299
2021-01-31,SA,Saudi Arabia,3,6375,261,274,368074,359573
2021-02-01,SA,Saudi Arabia,4,6379,255,266,368329,359839
2021-02-02,SA,Saudi Arabia,4,6383,310,271,368639,360110
2021-02-03,SA,Saudi Arabia,3,6386,306,290,368945,360400
2021-02-04,SA,Saudi Arabia,3,6389,303,297,369248,360697
2021-02-05,SA,Saudi Arabia,4,6393,327,257,369575,360954
2021-02-06,SA,Saudi Arabia,4,6397,386,283,369961,361237
2021-02-07,SA,Saudi Arabia,5,6402,317,278,370278,361515
2021-02-08,SA,Saudi Arabia,4,6406,356,298,370634,361813
2021-02-09,SA,Saudi Arabia,4,6410,353,249,370987,362062
2021-02-10,SA,Saudi Arabia,5,6415,369,306,371356,362368
2021-02-11,SA,Saudi Arabia,5,6420,364,274,371720,362642
2021-02-12,SA,Saudi Arabia,4,6424,353,305,372073,362947
2021-02-13,SA,Saudi Arabia,5,6429,337,356,372410,363303
2021-02-14,SA,Saudi Arabia,4,6433,322,282,372732,363585
2021-02-15,SA,Saudi Arabia,5,6438,314,341,373046,363926
2021-02-16,SA,Saudi Arabia,3,6441,322,371,373368,364297
2021-02-17,SA,Saudi Arabia,4,6445,334,349,373702,364646
2021-02-18,SA,Saudi Arabia,5,6450,327,371,374029,365017
2021-02-19,SA,Saudi Arabia,4,6454,337,346,374366,365363
2021-02-20,SA,Saudi Arabia,3,6457,325,382,374691,365745
2021-02-21,SA,Saudi Arabia,4,6461,315,349,375006,366094
2021-02-22,SA,Saudi Arabia,5,6466,327,318,375333,366412
2021-02-23,SA,Saudi Arabia,4,6470,335,323,375668,366735
2021-02-24,SA,Saudi Arabia,5,6475,353,280,376021,367015
2021-02-25,SA,Saudi Arabia,5,6480,356,308,376377,367323
2021-02-26,SA,Saudi Arabia,3,6483,346,368,376723,367691
2021-02-27,SA,Saudi Arabia,5,6488,338,320,377061,368011
2021-02-28,SA,Saudi Arabia,6,6494,322,294,377383,368305
2021-03-01,SA,Saudi Arabia,6,6500,317,335,377700,368640
2021-03-02,SA,Saudi Arabia,5,6505,302,286,378002,368926
2021-03-03,SA,Saudi Arabia,5,6510,331,351,378333,369277
2021-03-04,SA,Saudi Arabia,4,6514,375,336,378708,369613
2021-03-05,SA,Saudi Arabia,5,6519,384,309,379092,369922
2021-03-06,SA,Saudi Arabia,5,6524,382,378,379474,370300
2021-03-07,SA,Saudi Arabia,4,6528,357,314,379831,370614
2021-03-08,SA,Saudi Arabia,6,6534,351,418,380182,371032
2021-03-09,SA,Saudi Arabia,5,6539,390,306,380572,371338
2021-03-10,SA,Saudi Arabia,6,6545,386,245,380958,371583
2021-03-11,SA,Saudi Arabia,6,6551,390,267,381348,371850
2021-03-12,SA,Saudi Arabia,5,6556,360,367,381708,372217
2021-03-13,SA,Saudi Arabia,7,6563,351,239,382059,372456
2021-03-14,SA,Saudi Arabia,4,6567,348,247,382407,372703
2021-03-15,SA,Saudi Arabia,6,6573,345,223,382752,372926
2021-03-16,SA,Saudi Arabia,5,6578,354,204,383106,373130
2021-03-17,SA,Saudi Arabia,7,6585,393,231,383499,373361
2021-03-18,SA,Saudi Arabia,6,6591,381,240,383880,373601
2021-03-19,SA,Saudi Arabia,5,6596,391,263,384271,373864
2021-03-20,SA,Saudi Arabia,6,6602,382,271,384653,374135
2021-03-21,SA,Saudi Arabia,7,6609,367,277,385020,374412
2021-03-22,SA,Saudi Arabia,4,6613,404,387,385424,374799
2021-03-23,SA,Saudi Arabia,5,6618,410,366,385834,375165
2021-03-24,SA,Saudi Arabia,6,6624,466,306,386300,375471
2021-03-25,SA,Saudi Arabia,6,6630,482,360,386782,375831
2021-03-26,SA,Saudi Arabia,7,6637,510,372,387292,376203
2021-03-27,SA,Saudi Arabia,6,6643,502,355,387794,376558
2021-03-28,SA,Saudi Arabia,7,6650,531,389,388325,376947
2021-03-29,SA,Saudi Arabia,6,6656,541,357,388866,377304
2021-03-30,SA,Saudi Arabia,7,6663,556,410,389422,377714
2021-03-31,SA,Saudi Arabia,6,6669,585,369,390007,378083
2021-04-01,SA,Saudi Arabia,7,6676,590,386,390597,378469
2021-04-02,SA,Saudi Arabia,8,6684,728,404,391325,378873
2021-04-03,SA,Saudi Arabia,6,6690,684,439,392009,379312
2021-04-04,SA,Saudi Arabia,7,6697,673,504,392682,379816
2020-12-01,SK,Slovakia,29,868,1254,2818,107183,68859
2020-12-02,SK,Slovakia,30,898,2043,2879,109226,71738
2020-12-03,SK,Slovakia,32,930,1982,2535,111208,74273
2020-12-04,SK,Slovakia,27,957,2184,2869,113392,77142
2020-12-05,SK,Slovakia,24,981,2070,2814,115462,79956
2020-12-06,SK,Slovakia,15,996,1269,2710,116731,82666
2020-12-07,SK,Slovakia,22,1018,552,2184,117283,84850
2020-12-08,SK,Slovakia,28,1046,1949,2583,119232,87433
2020-12-09,SK,Slovakia,38,1084,2564,2336,121796,89769
2020-12-10,SK,Slovakia,20,1104,3125,1686,124921,91455
2020-12-11,SK,Slovakia,18,1122,2166,2078,127087,93533
2020-12-12,SK,Slovakia,26,1148,3707,1883,130794,95416
2020-12-13,SK,Slovakia,27,1175,2190,1652,132984,97068
2020-12-14,SK,Slovakia,30,1205,505,1517,133489,98585
2020-12-15,SK,Slovakia,46,1251,2034,1718,135523,100303
2020-12-16,SK,Slovakia,58,1309,3565,1281,139088,101584
2020-12-17,SK,Slovakia,69,1378,3045,1153,142133,102737
2020-12-18,SK,Slovakia,62,1440,3991,1823,146124,104560
2020-12-19,SK,Slovakia,70,1510,3151,1801,149275,106361
2020-12-20,SK,Slovakia,45,1555,2061,1467,151336,107828
2020-12-21,SK,Slovakia,63,1618,1219,1979,152555,109807
2020-12-22,SK,Slovakia,0,1618,2663,758,155218,110565
2020-12-23,SK,Slovakia,68,1686,3687,2062,158905,112627
2020-12-24,SK,Slovakia,46,1732,2657,1640,161562,114267
2020-12-25,SK,Slovakia,0,1732,4046,1396,165608,115663
2020-12-26,SK,Slovakia,0,1732,1041,1285,166649,116948
2020-12-27,SK,Slovakia,41,1773,874,2138,167523,119086
2020-12-28,SK,Slovakia,106,1879,569,1324,168092,120410
2020-12-29,SK,Slovakia,104,1983,2095,1350,170187,121760
2020-12-30,SK,Slovakia,82,2065,3041,2667,173228,124427
2020-12-31,SK,Slovakia,73,2138,6315,1544,179543,125971
2021-01-01,SK,Slovakia,112,2250,4965,1219,184508,127190
2021-01-02,SK,Slovakia,0,2250,1736,1095,186244,128285
2021-01-03,SK,Slovakia,67,2317,1219,1709,187463,129994
2021-01-04,SK,Slovakia,204,2521,636,903,188099,130897
2021-01-05,SK,Slovakia,82,2603,2989,1955,191088,132852
2021-01-06,SK,Slovakia,54,2657,4959,2908,196047,135760
2021-01-07,SK,Slovakia,60,2717,2137,2623,198184,138383
2021-01-08,SK,Slovakia,71,2788,2980,3107,201164,141490
2021-01-09,SK,Slovakia,48,2836,4072,3122,205236,144612
2021-01-10,SK,Slovakia,82,2918,2973,2663,208209,147275
2021-01-11,SK,Slovakia,89,3007,860,2964,209069,150239
2021-01-12,SK,Slovakia,95,3102,2410,3516,211479,153755
2021-01-13,SK,Slovakia,61,3163,3576,3273,215055,157028
2021-01-14,SK,Slovakia,97,3260,2923,3373,217978,160401
2021-01-15,SK,Slovakia,102,3362,2729,2922,220707,163323
2021-01-16,SK,Slovakia,55,3417,2045,3232,222752,166555
2021-01-17,SK,Slovakia,57,3474,573,2360,223325,168915
2021-01-18,SK,Slovakia,52,3526,1060,2177,224385,171092
2021-01-19,SK,Slovakia,111,3637,1909,2669,226294,173761
2021-01-20,SK,Slovakia,100,3737,2484,3103,228778,176864
2021-01-21,SK,Slovakia,64,3801,2464,4265,231242,181129
2021-01-22,SK,Slovakia,93,3894,1785,2813,233027,183942
2021-01-23,SK,Slovakia,71,3965,1544,2741,234571,186683
2021-01-24,SK,Slovakia,103,4068,1905,3276,236476,189959
2021-01-25,SK,Slovakia,0,4068,551,3421,237027,193380
2021-01-26,SK,Slovakia,192,4260,1590,3811,238617,197191
2021-01-27,SK,Slovakia,101,4361,2775,4957,241392,202148
2021-01-28,SK,Slovakia,50,4411,2035,3099,243427,205247
2021-01-29,SK,Slovakia,84,4495,2581,3159,246008,208406
2021-01-30,SK,Slovakia,70,4565,2182,3865,248190,212271
2021-01-31,SK,Slovakia,77,4642,1723,3781,249913,216052
2021-02-01,SK,Slovakia,69,4711,444,2871,250357,218923
2021-02-02,SK,Slovakia,73,4784,1737,3719,252094,222642
2021-02-03,SK,Slovakia,105,4889,2732,3829,254826,226471
2021-02-04,SK,Slovakia,87,4976,2077,3985,256903,230456
2021-02-05,SK,Slovakia,74,5050,2630,3915,259533,234371
2021-02-06,SK,Slovakia,85,5135,2241,3850,261774,238221
2021-02-07,SK,Slovakia,64,5199,1552,3465,263326,241686
2021-02-08,SK,Slovakia,72,5271,757,4016,264083,245702
2021-02-09,SK,Slovakia,111,5382,1724,2684,265807,248386
2021-02-10,SK,Slovakia,120,5502,3179,3232,268986,251618
2021-02-11,SK,Slovakia,127,5629,2487,1900,271473,253518
2021-02-12,SK,Slovakia,104,5733,2431,1782,273904,255300
2021-02-13,SK,Slovakia,79,5812,2330,0,276234,255300
2021-02-14,SK,Slovakia,73,5885,1448,0,277682,255300
2021-02-15,SK,Slovakia,67,5952,572,0,278254,255300
2021-02-16,SK,Slovakia,111,6063,1442,0,279696,255300
2021-02-17,SK,Slovakia,105,6168,3168,0,282864,255300
2021-02-18,SK,Slovakia,103,6271,2555,0,285419,255300
2021-02-19,SK,Slovakia,79,6350,2333,0,287752,255300
2021-02-20,SK,Slovakia,74,6424,2705,0,290457,255300
2021-02-21,SK,Slovakia,81,6505,1686,0,292143,255300
2021-02-22,SK,Slovakia,72,6577,649,0,292792,255300
2021-02-23,SK,Slovakia,94,6671,1998,0,294790,255300
2021-02-24,SK,Slovakia,104,6775,3547,0,298337,255300
2021-02-25,SK,Slovakia,84,6859,2438,0,300775,255300
2021-02-26,SK,Slovakia,107,6966,2645,0,303420,255300
2021-02-27,SK,Slovakia,109,7075,2848,0,306268,255300
2021-02-28,SK,Slovakia,114,7189,1815,0,308083,255300
2021-03-01,SK,Slovakia,81,7270,842,0,308925,255300
2021-03-02,SK,Slovakia,118,7388,2077,0,311002,255300
2021-03-03,SK,Slovakia,101,7489,3357,0,314359,255300
2021-03-04,SK,Slovakia,71,7560,2800,0,317159,255300
2021-03-05,SK,Slovakia,105,7665,2423,0,319582,255300
2021-03-06,SK,Slovakia,74,7739,2522,0,322104,255300
2021-03-07,SK,Slovakia,97,7836,1286,0,323390,255300
2021-03-08,SK,Slovakia,85,7921,396,0,323786,255300
2021-03-09,SK,Slovakia,116,8037,2207,0,325993,255300
2021-03-10,SK,Slovakia,109,8146,3600,0,329593,255300
2021-03-11,SK,Slovakia,98,8244,1978,0,331571,255300
2021-03-12,SK,Slovakia,102,8346,2301,0,333872,255300
2021-03-13,SK,Slovakia,94,8440,2363,0,336235,255300
2021-03-14,SK,Slovakia,88,8528,1268,0,337503,255300
2021-03-15,SK,Slovakia,77,8605,457,0,337960,255300
2021-03-16,SK,Slovakia,64,8669,1578,0,339538,255300
2021-03-17,SK,Slovakia,69,8738,2892,0,342430,255300
2021-03-18,SK,Slovakia,76,8814,2040,0,344470,255300
2021-03-19,SK,Slovakia,80,8894,1679,0,346149,255300
2021-03-20,SK,Slovakia,84,8978,1795,0,347944,255300
2021-03-21,SK,Slovakia,66,9044,925,0,348869,255300
2021-03-22,SK,Slovakia,60,9104,401,0,349270,255300
2021-03-23,SK,Slovakia,86,9190,1281,0,350551,255300
2021-03-24,SK,Slovakia,71,9261,1977,0,352528,255300
2021-03-25,SK,Slovakia,52,9313,1654,0,354182,255300
2021-03-26,SK,Slovakia,60,9373,1272,0,355454,255300
2021-03-27,SK,Slovakia,53,9426,1531,0,356985,255300
2021-03-28,SK,Slovakia,70,9496,925,0,357910,255300
2021-03-29,SK,Slovakia,46,9542,205,0,358115,255300
2021-03-30,SK,Slovakia,82,9624,1215,0,359330,255300
2021-03-31,SK,Slovakia,95,9719,1855,0,361185,255300
2021-04-01,SK,Slovakia,71,9790,1304,0,362489,255300
2021-04-02,SK,Slovakia,87,9877,1385,0,363874,255300
2021-04-03,SK,Slovakia,71,9948,748,0,364622,255300
2021-04-04,SK,Slovakia,77,10025,620,0,365242,255300
2020-12-01,TR,Turkey,190,13936,30110,4593,668957,409320
2020-12-02,TR,Turkey,193,14129,31923,4821,700880,414141
2020-12-03,TR,Turkey,187,14316,32381,4190,733261,418331
2020-12-04,TR,Turkey,193,14509,32736,4811,765997,423142
2020-12-05,TR,Turkey,196,14705,31896,4100,797893,427242
2020-12-06,TR,Turkey,195,14900,30402,4011,828295,431253
2020-12-07,TR,Turkey,203,15103,32137,5017,860432,436270
2020-12-08,TR,Turkey,211,15314,33198,5245,893630,441515
2020-12-09,TR,Turkey,217,15531,31712,5846,925342,447361
2020-12-10,TR,Turkey,220,15751,823225,5232,1748567,452593
2020-12-11,TR,Turkey,226,15977,32106,5516,1780673,458109
2020-12-12,TR,Turkey,222,16199,29136,1123456,1809809,1581565
2020-12-13,TR,Turkey,218,16417,26919,22215,1836728,1603780
2020-12-14,TR,Turkey,229,16646,29617,28164,1866345,1631944
2020-12-15,TR,Turkey,235,16881,32102,29247,1898447,1661191
2020-12-16,TR,Turkey,240,17121,29718,29922,1928165,1691113
2020-12-17,TR,Turkey,243,17364,27515,30494,1955680,1721607
2020-12-18,TR,Turkey,246,17610,26410,31945,1982090,1753552
2020-12-19,TR,Turkey,241,17851,22195,25516,2004285,1779068
2020-12-20,TR,Turkey,246,18097,20316,21218,2024601,1800286
2020-12-21,TR,Turkey,254,18351,19103,34419,2043704,1834705
2020-12-22,TR,Turkey,251,18602,19256,32110,2062960,1866815
2020-12-23,TR,Turkey,259,18861,19650,34492,2082610,1901307
2020-12-24,TR,Turkey,254,19115,18102,33985,2100712,1935292
2020-12-25,TR,Turkey,256,19371,17543,35511,2118255,1970803
2020-12-26,TR,Turkey,253,19624,15118,23231,2133373,1994034
2020-12-27,TR,Turkey,254,19878,14205,21196,2147578,2015230
2020-12-28,TR,Turkey,257,20135,15197,22203,2162775,2037433
2020-12-29,TR,Turkey,253,20388,15805,21004,2178580,2058437
2020-12-30,TR,Turkey,254,20642,15692,20192,2194272,2078629
2020-12-31,TR,Turkey,239,20881,14380,22021,2208652,2100650
2021-01-01,TR,Turkey,212,21093,12203,14110,2220855,2114760
2021-01-02,TR,Turkey,202,21295,11180,11672,2232035,2126432
2021-01-03,TR,Turkey,193,21488,9877,10102,2241912,2136534
2021-01-04,TR,Turkey,197,21685,13695,9896,2255607,2146430
2021-01-05,TR,Turkey,194,21879,14494,8908,2270101,2155338
2021-01-06,TR,Turkey,191,22070,13830,8702,2283931,2164040
2021-01-07,TR,Turkey,194,22264,12171,8211,2296102,2172251
2021-01-08,TR,Turkey,186,22450,11479,9894,2307581,2182145
2021-01-09,TR,Turkey,181,22631,9537,7902,2317118,2190047
2021-01-10,TR,Turkey,176,22807,9138,8103,2326256,2198150
2021-01-11,TR,Turkey,174,22981,10220,10301,2336476,2208451
2021-01-12,TR,Turkey,171,23152,9809,10013,2346285,2218464
2021-01-13,TR,Turkey,173,23325,9554,9463,2355839,2227927
2021-01-14,TR,Turkey,170,23495,8962,9011,2364801,2236938
2021-01-15,TR,Turkey,169,23664,8314,9109,2373115,2246047
2021-01-16,TR,Turkey,168,23832,7550,8005,2380665,2254052
2021-01-17,TR,Turkey,165,23997,6436,8812,2387101,2262864
2021-01-18,TR,Turkey,164,24161,5862,7905,2392963,2270769
2021-01-19,TR,Turkey,167,24328,6818,7218,2399781,2277987
2021-01-20,TR,Turkey,159,24487,6435,5932,2406216,2283919
2021-01-21,TR,Turkey,153,24640,6289,6113,2412505,2290032
2021-01-22,TR,Turkey,149,24789,5967,6018,2418472,2296050
2021-01-23,TR,Turkey,144,24933,5856,5811,2424328,2301861
2021-01-24,TR,Turkey,140,25073,5277,5860,2429605,2307721
2021-01-25,TR,Turkey,137,25210,5642,6682,2435247,2314403
2021-01-26,TR,Turkey,134,25344,7103,8108,2442350,2322511
2021-01-27,TR,Turkey,132,25476,7489,8803,2449839,2331314
2021-01-28,TR,Turkey,129,25605,7279,8902,2457118,2340216
2021-01-29,TR,Turkey,131,25736,6912,8093,2464030,2348309
2021-01-30,TR,Turkey,129,25865,6871,7100,2470901,2355409
2021-01-31,TR,Turkey,128,25993,6562,7006,2477463,2362415
2021-02-01,TR,Turkey,124,26117,7719,8016,2485182,2370431
2021-02-02,TR,Turkey,120,26237,7795,8639,2492977,2379070
2021-02-03,TR,Turkey,117,26354,8102,8314,2501079,2387384
2021-02-04,TR,Turkey,113,26467,7909,8815,2508988,2396199
2021-02-05,TR,Turkey,110,26577,7901,8217,2516889,2404416
2021-02-06,TR,Turkey,108,26685,7897,8089,2524786,2412505
2021-02-07,TR,Turkey,112,26797,6670,8201,2531456,2420706
2021-02-08,TR,Turkey,103,26900,8103,8567,2539559,2429273
2021-02-09,TR,Turkey,98,26998,8636,8109,2548195,2437382
2021-02-10,TR,Turkey,95,27093,8642,7903,2556837,2445285
2021-02-11,TR,Turkey,94,27187,7590,7811,2564427,2453096
2021-02-12,TR,Turkey,97,27284,7763,8108,2572190,2461204
2021-02-13,TR,Turkey,93,27377,7706,7215,2579896,2468419
2021-02-14,TR,Turkey,94,27471,6287,6910,2586183,2475329
2021-02-15,TR,Turkey,91,27562,7945,7106,2594128,2482435
2021-02-16,TR,Turkey,90,27652,7906,7189,2602034,2489624
2021-02-17,TR,Turkey,86,27738,7325,7209,2609359,2496833
2021-02-18,TR,Turkey,83,27821,7241,7217,2616600,2504050
2021-02-19,TR,Turkey,82,27903,7419,7498,2624019,2511548
2021-02-20,TR,Turkey,80,27983,7857,7210,2631876,2518758
2021-02-21,TR,Turkey,77,28060,6546,5002,2638422,2523760
2021-02-22,TR,Turkey,78,28138,8104,5690,2646526,2529450
2021-02-23,TR,Turkey,75,28213,9107,5546,2655633,2534996
2021-02-24,TR,Turkey,72,28285,9561,5297,2665194,2540293
2021-02-25,TR,Turkey,73,28358,9572,6210,2674766,2546503
2021-02-26,TR,Turkey,74,28432,9205,10282,2683971,2556785
2021-02-27,TR,Turkey,71,28503,9193,8938,2693164,2565723
2021-02-28,TR,Turkey,66,28569,8424,6511,2701588,2572234
2021-03-01,TR,Turkey,69,28638,9891,5947,2711479,2578181
2021-03-02,TR,Turkey,68,28706,11837,7892,2723316,2586073
2021-03-03,TR,Turkey,65,28771,11520,7191,2734836,2593264
2021-03-04,TR,Turkey,68,28839,11322,7873,2746158,2601137
2021-03-05,TR,Turkey,62,28901,11302,7711,2757460,2608848
2021-03-06,TR,Turkey,64,28965,11770,7291,2769230,2616139
2021-03-07,TR,Turkey,65,29030,11187,7785,2780417,2623924
2021-03-08,TR,Turkey,64,29094,13215,8106,2793632,2632030
2021-03-09,TR,Turkey,66,29160,13755,8639,2807387,2640669
2021-03-10,TR,Turkey,67,29227,14556,9193,2821943,2649862
2021-03-11,TR,Turkey,63,29290,14046,9231,2835989,2659093
2021-03-12,TR,Turkey,66,29356,14941,11180,2850930,2670273
2021-03-13,TR,Turkey,65,29421,15082,15287,2866012,2685560
2021-03-14,TR,Turkey,68,29489,13378,15516,2879390,2701076
2021-03-15,TR,Turkey,63,29552,15503,15893,2894893,2716969
2021-03-16,TR,Turkey,71,29623,16749,17893,2911642,2734862
2021-03-17,TR,Turkey,73,29696,18912,17161,2930554,2752023
2021-03-18,TR,Turkey,81,29777,20049,18615,2950603,2770638
2021-03-19,TR,Turkey,87,29864,21030,18119,2971633,2788757
2021-03-20,TR,Turkey,95,29959,21061,18815,2992694,2807572
2021-03-21,TR,Turkey,102,30061,20428,17615,3013122,2825187
2021-03-22,TR,Turkey,117,30178,22216,19494,3035338,2844681
2021-03-23,TR,Turkey,138,30316,26182,19201,3061520,2863882
2021-03-24,TR,Turkey,146,30462,29762,17761,3091282,2881643
2021-03-25,TR,Turkey,157,30619,28731,19186,3120013,2900829
2021-03-26,TR,Turkey,153,30772,29081,20208,3149094,2921037
2021-03-27,TR,Turkey,151,30923,30021,18892,3179115,2939929
2021-03-28,TR,Turkey,153,31076,29058,17164,3208173,2957093
2021-03-29,TR,Turkey,154,31230,32404,18015,3240577,2975108
2021-03-30,TR,Turkey,155,31385,37303,19925,3277880,2995033
2021-03-31,TR,Turkey,152,31537,39302,19193,3317182,3014226
2021-04-01,TR,Turkey,176,31713,40806,20817,3357988,3035043
2021-04-02,TR,Turkey,179,31892,42308,24419,3400296,3059462
2021-04-03,TR,Turkey,186,32078,44756,23214,3445052,3082676
2021-04-04,TR,Turkey,185,32263,41998,22674,3487050,3105350
2020-12-01,MX,Mexico,825,106765,8819,6231,1122362,829817
2020-12-02,MX,Mexico,800,107565,11251,6750,1133613,836567
2020-12-03,MX,Mexico,608,108173,11030,6664,1144643,843231
2020-12-04,MX,Mexico,690,108863,12127,9488,1156770,852719
2020-12-05,MX,Mexico,593,109456,11625,6924,1168395,859643
2020-12-06,MX,Mexico,261,109717,7455,6543,1175850,866186
2020-12-07,MX,Mexico,357,110074,6399,7369,1182249,873555
2020-12-08,MX,Mexico,800,110874,11006,7495,1193255,881050
2020-12-09,MX,Mexico,781,111655,11974,8118,1205229,889168
2020-12-10,MX,Mexico,671,112326,11897,6962,1217126,896130
2020-12-11,MX,Mexico,693,113019,12253,7912,1229379,904042
2020-12-12,MX,Mexico,685,113704,12057,7923,1241436,911965
2020-12-13,MX,Mexico,249,113953,8608,6716,1250044,918681
2020-12-14,MX,Mexico,345,114298,5930,9073,1255974,927754
2020-12-15,MX,Mexico,801,115099,11228,10335,1267202,938089
2020-12-16,MX,Mexico,670,115769,10297,7584,1277499,945673
2020-12-17,MX,Mexico,718,116487,11799,8089,1289298,953762
2020-12-18,MX,Mexico,762,117249,12248,8635,1301546,962397
2020-12-19,MX,Mexico,627,117876,12129,8718,1313675,971115
2020-12-20,MX,Mexico,326,118202,6870,6887,1320545,978002
2020-12-21,MX,Mexico,396,118598,5370,9326,1325915,987328
2020-12-22,MX,Mexico,897,119495,12511,8974,1338426,996302
2020-12-23,MX,Mexico,816,120311,11653,8946,1350079,1005248
2020-12-24,MX,Mexico,861,121172,12485,10008,1362564,1015256
2020-12-25,MX,Mexico,665,121837,9679,8660,1372243,1023916
2020-12-26,MX,Mexico,189,122026,4974,7948,1377217,1031864
2020-12-27,MX,Mexico,400,122426,6217,6902,1383434,1038766
2020-12-28,MX,Mexico,429,122855,5996,9773,1389430,1048539
2020-12-29,MX,Mexico,990,123845,12099,9890,1401529,1058429
2020-12-30,MX,Mexico,1052,124897,12406,8342,1413935,1066771
2020-12-31,MX,Mexico,910,125807,12159,8024,1426094,1074795
